orderId,customerId,eventId,orderTime,status,totalAmount
ORD-00025,CUS-01707,EVT-003,2026-11-20T06:11:42,DA_XAC_NHAN,7237000.0
ORD-00026,CUS-00926,EVT-009,2026-08-07T07:38:20,CHO_XU_LY,2139000.0
ORD-00027,CUS-00306,EVT-006,2026-04-18T10:21:22,THAT_BAI,9520000.0
ORD-00028,CUS-01857,EVT-001,2026-08-21T09:19:39,CHO_XU_LY,8010000.0
ORD-00029,CUS-01913,EVT-001,2026-11-23T11:36:14,THAT_BAI,2652000.0
ORD-00030,CUS-01949,EVT-007,2026-06-03T01:32:11,DA_XAC_NHAN,461000.0
ORD-00031,CUS-01916,EVT-018,2026-12-25T07:49:11,CHO_XU_LY,2704000.0
ORD-00032,CUS-01724,EVT-004,2026-04-17T15:11:59,THAT_BAI,9154000.0
ORD-00033,CUS-00262,EVT-002,2026-04-04T17:47:34,DA_HUY,6609000.0
ORD-00034,CUS-00624,EVT-012,2026-01-27T09:20:42,DA_XAC_NHAN,2590000.0
ORD-00035,CUS-01994,EVT-020,2026-03-13T05:54:26,DA_HUY,9417000.0
ORD-00036,CUS-00313,EVT-014,2026-09-19T00:57:38,THAT_BAI,7190000.0
ORD-00037,CUS-01818,EVT-010,2026-06-22T11:53:31,DA_HUY,8933000.0
ORD-00038,CUS-01843,EVT-007,2026-03-04T08:48:47,DA_HUY,3394000.0
ORD-00039,CUS-00595,EVT-014,2026-03-18T23:00:07,DA_XAC_NHAN,3130000.0
ORD-00040,CUS-00077,EVT-010,2026-02-10T13:53:40,CHO_XU_LY,6039000.0
ORD-00041,CUS-00778,EVT-006,2026-04-02T22:32:19,THAT_BAI,5425000.0
ORD-00042,CUS-01189,EVT-019,2026-02-09T10:22:35,DA_HUY,4140000.0
ORD-00043,CUS-01904,EVT-018,2026-07-11T04:36:36,CHO_XU_LY,7904000.0
ORD-00044,CUS-01663,EVT-005,2026-11-05T03:00:17,THAT_BAI,6355000.0
ORD-00045,CUS-00641,EVT-014,2026-08-08T08:37:58,CHO_XU_LY,6426000.0
ORD-00046,CUS-00245,EVT-018,2026-12-20T19:52:35,CHO_XU_LY,9800000.0
ORD-00047,CUS-00540,EVT-009,2026-10-21T01:02:31,THAT_BAI,3821000.0
ORD-00048,CUS-00090,EVT-011,2026-05-03T08:00:43,CHO_XU_LY,5584000.0
ORD-00049,CUS-00188,EVT-020,2026-04-10T19:22:53,DA_XAC_NHAN,4155000.0
ORD-00050,CUS-01271,EVT-013,2026-10-04T10:08:31,THAT_BAI,2240000.0
ORD-00051,CUS-01315,EVT-008,2026-01-02T03:00:05,DA_XAC_NHAN,9746000.0
ORD-00052,CUS-00679,EVT-011,2026-08-20T04:41:36,DA_HUY,9739000.0
ORD-00053,CUS-00759,EVT-007,2026-10-11T09:50:23,CHO_XU_LY,6306000.0
ORD-00054,CUS-00942,EVT-014,2026-02-03T18:45:57,THAT_BAI,563000.0
ORD-00055,CUS-00933,EVT-010,2026-11-09T20:05:22,DA_XAC_NHAN,4170000.0
ORD-00056,CUS-01717,EVT-019,2026-02-15T18:25:47,DA_XAC_NHAN,6282000.0
ORD-00057,CUS-00498,EVT-001,2026-09-06T07:23:49,DA_XAC_NHAN,4493000.0
ORD-00058,CUS-01889,EVT-020,2026-07-24T14:56:48,DA_HUY,7091000.0
ORD-00059,CUS-00642,EVT-019,2026-01-18T02:02:58,THAT_BAI,8496000.0
ORD-00060,CUS-01234,EVT-017,2026-11-12T06:00:00,CHO_XU_LY,5642000.0
ORD-00061,CUS-00272,EVT-013,2026-12-17T04:26:08,THAT_BAI,1369000.0
ORD-00062,CUS-01944,EVT-014,2026-01-16T03:07:43,DA_XAC_NHAN,324000.0
ORD-00063,CUS-00653,EVT-010,2026-12-17T05:16:35,THAT_BAI,8909000.0
ORD-00064,CUS-01856,EVT-007,2026-04-05T22:20:54,THAT_BAI,3129000.0
ORD-00065,CUS-00916,EVT-012,2026-11-23T01:51:15,DA_HUY,4369000.0
ORD-00066,CUS-00478,EVT-008,2026-08-11T23:29:58,CHO_XU_LY,697000.0
ORD-00067,CUS-00586,EVT-011,2026-03-03T22:55:49,CHO_XU_LY,9984000.0
ORD-00068,CUS-01891,EVT-016,2026-02-20T10:42:38,DA_XAC_NHAN,8607000.0
ORD-00069,CUS-01380,EVT-012,2026-05-16T16:24:51,CHO_XU_LY,3113000.0
ORD-00070,CUS-00654,EVT-007,2026-11-09T05:59:57,CHO_XU_LY,8858000.0
ORD-00071,CUS-00913,EVT-001,2026-04-24T03:16:32,DA_HUY,7335000.0
ORD-00072,CUS-01919,EVT-003,2026-02-21T06:46:30,DA_HUY,3796000.0
ORD-00073,CUS-00344,EVT-012,2026-02-19T06:02:16,DA_HUY,3387000.0
ORD-00074,CUS-00679,EVT-001,2026-02-22T00:48:33,CHO_XU_LY,6172000.0
ORD-00075,CUS-01867,EVT-005,2026-02-19T08:15:14,DA_XAC_NHAN,8148000.0
ORD-00076,CUS-00028,EVT-018,2026-04-27T12:35:52,DA_HUY,677000.0
ORD-00077,CUS-01001,EVT-001,2026-04-24T10:39:23,THAT_BAI,4314000.0
ORD-00078,CUS-00121,EVT-002,2026-10-05T05:41:44,CHO_XU_LY,9055000.0
ORD-00079,CUS-01506,EVT-008,2026-05-01T13:58:20,DA_HUY,4318000.0
ORD-00080,CUS-01236,EVT-008,2026-01-24T05:08:11,THAT_BAI,5566000.0
ORD-00081,CUS-00963,EVT-015,2026-08-08T05:20:16,CHO_XU_LY,3648000.0
ORD-00082,CUS-01239,EVT-004,2026-10-04T20:05:49,DA_HUY,9570000.0
ORD-00083,CUS-00659,EVT-005,2026-11-07T12:16:19,CHO_XU_LY,8215000.0
ORD-00084,CUS-01761,EVT-002,2026-11-22T07:52:42,THAT_BAI,5138000.0
ORD-00085,CUS-00869,EVT-020,2026-03-16T02:28:51,CHO_XU_LY,2522000.0
ORD-00086,CUS-00853,EVT-012,2026-09-20T21:07:27,CHO_XU_LY,1955000.0
ORD-00087,CUS-01724,EVT-016,2026-06-21T09:21:52,CHO_XU_LY,342000.0
ORD-00088,CUS-00896,EVT-018,2026-05-03T21:46:26,DA_XAC_NHAN,8444000.0
ORD-00089,CUS-00766,EVT-012,2026-03-15T14:03:48,DA_HUY,3357000.0
ORD-00090,CUS-00042,EVT-009,2026-12-18T20:02:21,DA_HUY,4312000.0
ORD-00091,CUS-00176,EVT-019,2026-05-21T10:28:38,DA_HUY,5716000.0
ORD-00092,CUS-00434,EVT-011,2026-05-04T19:24:02,DA_HUY,1285000.0
ORD-00093,CUS-01728,EVT-015,2026-06-04T15:36:36,DA_HUY,3540000.0
ORD-00094,CUS-01549,EVT-012,2026-07-25T07:19:44,THAT_BAI,1851000.0
ORD-00095,CUS-01375,EVT-013,2026-02-06T22:44:44,THAT_BAI,9421000.0
ORD-00096,CUS-01672,EVT-006,2026-12-05T17:36:22,DA_XAC_NHAN,3101000.0
ORD-00097,CUS-00878,EVT-005,2026-11-11T14:07:12,CHO_XU_LY,2987000.0
ORD-00098,CUS-00472,EVT-002,2026-04-25T12:50:22,CHO_XU_LY,2943000.0
ORD-00099,CUS-01601,EVT-001,2026-07-01T15:30:58,DA_HUY,1433000.0
ORD-00100,CUS-01844,EVT-010,2026-06-25T21:18:43,CHO_XU_LY,8124000.0
ORD-00101,CUS-00910,EVT-020,2026-05-14T22:58:14,DA_HUY,6003000.0
ORD-00102,CUS-00586,EVT-019,2026-01-18T13:03:39,DA_XAC_NHAN,6601000.0
ORD-00103,CUS-00666,EVT-015,2026-11-20T02:37:15,CHO_XU_LY,7148000.0
ORD-00104,CUS-00204,EVT-009,2026-05-27T19:39:10,DA_XAC_NHAN,4092000.0
ORD-00105,CUS-00185,EVT-008,2026-05-18T04:12:17,THAT_BAI,6488000.0
ORD-00106,CUS-00686,EVT-014,2026-01-18T14:22:59,DA_HUY,2726000.0
ORD-00107,CUS-00852,EVT-007,2026-11-14T04:41:29,CHO_XU_LY,5524000.0
ORD-00108,CUS-00408,EVT-016,2026-12-12T15:44:26,DA_XAC_NHAN,777000.0
ORD-00109,CUS-01400,EVT-001,2026-12-23T14:33:43,THAT_BAI,522000.0
ORD-00110,CUS-01462,EVT-013,2026-07-24T03:19:45,DA_HUY,538000.0
ORD-00111,CUS-01834,EVT-016,2026-07-06T12:11:01,DA_HUY,2211000.0
ORD-00112,CUS-01745,EVT-006,2026-06-20T22:47:25,DA_XAC_NHAN,2324000.0
ORD-00113,CUS-01047,EVT-009,2026-12-21T14:14:14,CHO_XU_LY,2482000.0
ORD-00114,CUS-00421,EVT-009,2026-11-11T04:31:55,DA_HUY,3538000.0
ORD-00115,CUS-01736,EVT-001,2026-08-09T21:13:50,THAT_BAI,6449000.0
ORD-00116,CUS-01217,EVT-013,2026-01-12T02:12:55,DA_XAC_NHAN,2442000.0
ORD-00117,CUS-01012,EVT-011,2026-06-19T06:47:17,CHO_XU_LY,9398000.0
ORD-00118,CUS-01358,EVT-004,2026-03-14T03:45:33,THAT_BAI,130000.0
ORD-00119,CUS-01374,EVT-018,2026-09-20T10:40:43,THAT_BAI,9205000.0
ORD-00120,CUS-00999,EVT-010,2026-01-27T13:53:15,CHO_XU_LY,1749000.0
ORD-00121,CUS-01246,EVT-020,2026-07-03T19:23:22,DA_XAC_NHAN,2451000.0
ORD-00122,CUS-00360,EVT-013,2026-11-02T10:57:41,CHO_XU_LY,9830000.0
ORD-00123,CUS-00860,EVT-012,2026-12-02T02:52:03,THAT_BAI,2225000.0
ORD-00124,CUS-00018,EVT-017,2026-08-23T19:39:31,DA_HUY,727000.0
ORD-00125,CUS-01607,EVT-014,2026-01-19T20:53:08,THAT_BAI,6341000.0
ORD-00126,CUS-00554,EVT-012,2026-11-11T14:39:37,DA_HUY,5780000.0
ORD-00127,CUS-01204,EVT-016,2026-08-06T11:34:35,DA_HUY,1638000.0
ORD-00128,CUS-00706,EVT-019,2026-01-22T09:22:53,DA_HUY,9262000.0
ORD-00129,CUS-00148,EVT-019,2026-04-11T18:18:35,DA_HUY,6449000.0
ORD-00130,CUS-01681,EVT-007,2026-03-12T16:04:02,CHO_XU_LY,709000.0
ORD-00131,CUS-01037,EVT-020,2026-10-18T09:06:03,DA_HUY,4960000.0
ORD-00132,CUS-00460,EVT-017,2026-03-02T10:44:30,THAT_BAI,6349000.0
ORD-00133,CUS-00345,EVT-006,2026-03-22T07:37:21,DA_XAC_NHAN,5876000.0
ORD-00134,CUS-01703,EVT-004,2026-06-13T17:39:09,DA_XAC_NHAN,4214000.0
ORD-00135,CUS-00140,EVT-017,2026-02-26T06:45:06,CHO_XU_LY,6056000.0
ORD-00136,CUS-01317,EVT-003,2026-08-03T14:33:13,CHO_XU_LY,8489000.0
ORD-00137,CUS-00271,EVT-001,2026-09-01T00:53:28,CHO_XU_LY,8155000.0
ORD-00138,CUS-00138,EVT-009,2026-09-12T19:10:30,THAT_BAI,3873000.0
ORD-00139,CUS-00731,EVT-017,2026-08-23T00:51:45,DA_HUY,1756000.0
ORD-00140,CUS-00851,EVT-002,2026-05-23T02:16:10,DA_XAC_NHAN,7499000.0
ORD-00141,CUS-00352,EVT-011,2026-06-18T04:46:14,DA_HUY,7649000.0
ORD-00142,CUS-00029,EVT-019,2026-10-07T12:54:38,DA_HUY,9238000.0
ORD-00143,CUS-01028,EVT-018,2026-05-10T00:29:16,CHO_XU_LY,3230000.0
ORD-00144,CUS-01601,EVT-001,2026-02-26T05:48:08,DA_XAC_NHAN,336000.0
ORD-00145,CUS-01479,EVT-004,2026-02-15T21:43:51,THAT_BAI,4328000.0
ORD-00146,CUS-01920,EVT-013,2026-07-22T04:02:54,DA_XAC_NHAN,3727000.0
ORD-00147,CUS-01620,EVT-009,2026-05-09T14:44:50,DA_XAC_NHAN,6819000.0
ORD-00148,CUS-01433,EVT-020,2026-12-13T07:20:57,CHO_XU_LY,3510000.0
ORD-00149,CUS-01331,EVT-016,2026-06-15T20:25:59,CHO_XU_LY,733000.0
ORD-00150,CUS-01527,EVT-007,2026-10-14T11:51:59,DA_XAC_NHAN,1740000.0
ORD-00151,CUS-00617,EVT-020,2026-07-07T16:12:39,CHO_XU_LY,1343000.0
ORD-00152,CUS-00889,EVT-007,2026-04-27T10:47:43,THAT_BAI,6673000.0
ORD-00153,CUS-00578,EVT-007,2026-04-27T14:54:43,CHO_XU_LY,6068000.0
ORD-00154,CUS-01787,EVT-012,2026-01-15T14:01:45,CHO_XU_LY,3498000.0
ORD-00155,CUS-00598,EVT-004,2026-06-05T02:38:02,THAT_BAI,3783000.0
ORD-00156,CUS-00384,EVT-003,2026-11-08T19:48:38,CHO_XU_LY,5492000.0
ORD-00157,CUS-00263,EVT-018,2026-05-06T03:22:42,THAT_BAI,6677000.0
ORD-00158,CUS-00993,EVT-010,2026-01-24T01:16:39,DA_XAC_NHAN,477000.0
ORD-00159,CUS-00283,EVT-007,2026-01-11T05:57:46,CHO_XU_LY,1810000.0
ORD-00160,CUS-00832,EVT-004,2026-09-01T15:27:38,THAT_BAI,5609000.0
ORD-00161,CUS-01238,EVT-003,2026-06-17T03:41:26,CHO_XU_LY,1996000.0
ORD-00162,CUS-00806,EVT-018,2026-12-02T19:59:15,THAT_BAI,6486000.0
ORD-00163,CUS-00704,EVT-014,2026-04-17T18:56:38,DA_HUY,7620000.0
ORD-00164,CUS-01500,EVT-013,2026-04-14T15:57:12,THAT_BAI,3473000.0
ORD-00165,CUS-01268,EVT-001,2026-05-18T01:18:34,DA_XAC_NHAN,3227000.0
ORD-00166,CUS-01717,EVT-013,2026-12-14T07:09:47,DA_HUY,170000.0
ORD-00167,CUS-00617,EVT-011,2026-07-09T05:01:27,THAT_BAI,8760000.0
ORD-00168,CUS-00984,EVT-014,2026-04-22T14:23:05,CHO_XU_LY,8138000.0
ORD-00169,CUS-00041,EVT-012,2026-11-15T10:10:03,DA_HUY,5095000.0
ORD-00170,CUS-01772,EVT-019,2026-11-22T15:54:40,DA_XAC_NHAN,2462000.0
ORD-00171,CUS-01120,EVT-019,2026-12-10T04:59:30,DA_HUY,354000.0
ORD-00172,CUS-01101,EVT-013,2026-10-22T23:03:44,DA_HUY,1628000.0
ORD-00173,CUS-00688,EVT-019,2026-01-08T20:42:33,CHO_XU_LY,969000.0
ORD-00174,CUS-00028,EVT-007,2026-11-27T16:57:03,DA_HUY,3451000.0
ORD-00175,CUS-00400,EVT-009,2026-01-18T07:17:08,THAT_BAI,6794000.0
ORD-00176,CUS-00724,EVT-020,2026-07-09T18:36:23,DA_HUY,849000.0
ORD-00177,CUS-01955,EVT-004,2026-08-11T01:12:52,DA_XAC_NHAN,8965000.0
ORD-00178,CUS-00503,EVT-012,2026-09-05T11:33:20,CHO_XU_LY,7909000.0
ORD-00179,CUS-00085,EVT-005,2026-04-02T00:21:20,CHO_XU_LY,4785000.0
ORD-00180,CUS-00248,EVT-016,2026-07-08T13:50:14,THAT_BAI,6737000.0
ORD-00181,CUS-01361,EVT-001,2026-03-23T19:26:12,THAT_BAI,421000.0
ORD-00182,CUS-00002,EVT-017,2026-03-09T15:39:09,THAT_BAI,7571000.0
ORD-00183,CUS-01535,EVT-017,2026-09-08T02:22:01,THAT_BAI,3308000.0
ORD-00184,CUS-00374,EVT-009,2026-04-12T21:52:32,CHO_XU_LY,9247000.0
ORD-00185,CUS-00170,EVT-019,2026-06-18T07:57:51,CHO_XU_LY,120000.0
ORD-00186,CUS-00467,EVT-017,2026-12-27T18:01:34,CHO_XU_LY,2346000.0
ORD-00187,CUS-00558,EVT-019,2026-12-20T19:25:10,THAT_BAI,5677000.0
ORD-00188,CUS-01742,EVT-011,2026-10-27T04:00:39,THAT_BAI,6755000.0
ORD-00189,CUS-00335,EVT-005,2026-02-04T12:15:16,DA_HUY,7292000.0
ORD-00190,CUS-01921,EVT-020,2026-05-24T07:10:04,CHO_XU_LY,8240000.0
ORD-00191,CUS-01781,EVT-017,2026-05-14T03:02:55,CHO_XU_LY,5284000.0
ORD-00192,CUS-00065,EVT-013,2026-02-25T02:26:13,DA_XAC_NHAN,1421000.0
ORD-00193,CUS-00596,EVT-008,2026-01-22T03:20:44,THAT_BAI,6345000.0
ORD-00194,CUS-00152,EVT-008,2026-03-14T14:06:43,DA_HUY,3472000.0
ORD-00195,CUS-00904,EVT-019,2026-09-18T04:51:14,THAT_BAI,7463000.0
ORD-00196,CUS-00418,EVT-005,2026-05-07T22:44:15,THAT_BAI,8718000.0
ORD-00197,CUS-00959,EVT-002,2026-01-13T22:40:39,DA_XAC_NHAN,7547000.0
ORD-00198,CUS-00084,EVT-012,2026-12-23T00:50:05,CHO_XU_LY,5879000.0
ORD-00199,CUS-01392,EVT-020,2026-12-21T01:36:49,CHO_XU_LY,1950000.0
ORD-00200,CUS-01975,EVT-006,2026-12-21T11:23:04,THAT_BAI,1004000.0
ORD-00201,CUS-00728,EVT-001,2026-05-13T02:51:53,THAT_BAI,4348000.0
ORD-00202,CUS-00003,EVT-011,2026-12-06T02:34:31,THAT_BAI,8917000.0
ORD-00203,CUS-00147,EVT-016,2026-07-11T01:13:52,DA_HUY,2618000.0
ORD-00204,CUS-01431,EVT-017,2026-03-25T05:48:12,CHO_XU_LY,8698000.0
ORD-00205,CUS-00984,EVT-016,2026-09-25T15:07:54,DA_HUY,5383000.0
ORD-00206,CUS-01285,EVT-001,2026-02-27T16:09:56,THAT_BAI,2021000.0
ORD-00207,CUS-00878,EVT-019,2026-09-12T11:27:05,CHO_XU_LY,7297000.0
ORD-00208,CUS-01755,EVT-020,2026-11-07T03:27:51,THAT_BAI,4804000.0
ORD-00209,CUS-01931,EVT-014,2026-12-16T12:05:15,CHO_XU_LY,9989000.0
ORD-00210,CUS-00732,EVT-001,2026-09-20T01:32:55,DA_HUY,2581000.0
ORD-00211,CUS-01629,EVT-008,2026-03-17T01:35:26,CHO_XU_LY,5429000.0
ORD-00212,CUS-00750,EVT-009,2026-06-21T04:43:40,CHO_XU_LY,7798000.0
ORD-00213,CUS-01424,EVT-009,2026-05-18T05:11:37,DA_XAC_NHAN,882000.0
ORD-00214,CUS-00190,EVT-005,2026-11-03T14:59:08,THAT_BAI,5986000.0
ORD-00215,CUS-01679,EVT-018,2026-05-26T00:57:07,DA_HUY,9977000.0
ORD-00216,CUS-00782,EVT-007,2026-08-05T20:11:32,DA_HUY,9376000.0
ORD-00217,CUS-01622,EVT-020,2026-09-08T23:59:15,DA_XAC_NHAN,226000.0
ORD-00218,CUS-01664,EVT-017,2026-06-01T20:02:14,THAT_BAI,7076000.0
ORD-00219,CUS-00452,EVT-015,2026-04-14T19:01:31,CHO_XU_LY,9871000.0
ORD-00220,CUS-00747,EVT-007,2026-09-06T06:30:31,DA_XAC_NHAN,1629000.0
ORD-00221,CUS-00799,EVT-013,2026-09-22T16:23:05,THAT_BAI,5469000.0
ORD-00222,CUS-00986,EVT-008,2026-11-02T15:00:17,CHO_XU_LY,4732000.0
ORD-00223,CUS-00560,EVT-011,2026-04-25T13:57:00,CHO_XU_LY,8938000.0
ORD-00224,CUS-01621,EVT-003,2026-11-14T01:20:35,DA_XAC_NHAN,5581000.0
ORD-00225,CUS-00574,EVT-019,2026-10-22T09:58:13,CHO_XU_LY,4952000.0
ORD-00226,CUS-01208,EVT-020,2026-12-07T23:50:52,DA_HUY,7110000.0
ORD-00227,CUS-01799,EVT-004,2026-01-15T13:53:04,CHO_XU_LY,1454000.0
ORD-00228,CUS-01616,EVT-018,2026-02-14T13:46:29,THAT_BAI,2533000.0
ORD-00229,CUS-01818,EVT-016,2026-10-26T05:21:50,DA_HUY,6751000.0
ORD-00230,CUS-00308,EVT-001,2026-07-03T13:32:00,CHO_XU_LY,566000.0
ORD-00231,CUS-01824,EVT-005,2026-12-12T17:04:36,CHO_XU_LY,7208000.0
ORD-00232,CUS-00369,EVT-006,2026-04-02T21:13:33,DA_XAC_NHAN,1633000.0
ORD-00233,CUS-01882,EVT-015,2026-05-14T17:07:02,THAT_BAI,2958000.0
ORD-00234,CUS-01470,EVT-011,2026-06-16T12:47:53,THAT_BAI,8919000.0
ORD-00235,CUS-01189,EVT-014,2026-05-08T06:13:56,DA_HUY,6137000.0
ORD-00236,CUS-01327,EVT-013,2026-04-24T04:19:06,DA_XAC_NHAN,7076000.0
ORD-00237,CUS-01064,EVT-011,2026-02-08T19:19:34,CHO_XU_LY,5766000.0
ORD-00238,CUS-00278,EVT-015,2026-03-05T02:26:30,THAT_BAI,4974000.0
ORD-00239,CUS-01486,EVT-009,2026-11-03T03:03:56,DA_HUY,7849000.0
ORD-00240,CUS-00804,EVT-016,2026-12-10T17:56:25,DA_HUY,8301000.0
ORD-00241,CUS-01232,EVT-018,2026-01-13T05:53:06,THAT_BAI,4977000.0
ORD-00242,CUS-01646,EVT-001,2026-03-20T22:45:50,DA_HUY,5850000.0
ORD-00243,CUS-01467,EVT-011,2026-01-24T19:43:50,THAT_BAI,2667000.0
ORD-00244,CUS-01163,EVT-014,2026-09-05T13:26:01,THAT_BAI,2887000.0
ORD-00245,CUS-01263,EVT-014,2026-09-15T09:24:04,THAT_BAI,3379000.0
ORD-00246,CUS-01083,EVT-012,2026-05-01T17:47:54,DA_XAC_NHAN,8658000.0
ORD-00247,CUS-01577,EVT-011,2026-01-12T01:46:23,DA_HUY,8862000.0
ORD-00248,CUS-01618,EVT-017,2026-04-11T17:13:10,THAT_BAI,1997000.0
ORD-00249,CUS-01063,EVT-011,2026-01-07T04:29:01,CHO_XU_LY,2792000.0
ORD-00250,CUS-01762,EVT-004,2026-10-24T14:43:27,CHO_XU_LY,781000.0
ORD-00251,CUS-01321,EVT-001,2026-12-12T12:24:44,THAT_BAI,4844000.0
ORD-00252,CUS-01351,EVT-011,2026-12-23T10:27:36,DA_XAC_NHAN,2004000.0
ORD-00253,CUS-01815,EVT-003,2026-12-07T13:15:05,DA_XAC_NHAN,4118000.0
ORD-00254,CUS-01980,EVT-010,2026-11-02T19:07:15,THAT_BAI,109000.0
ORD-00255,CUS-00893,EVT-020,2026-10-05T03:53:19,DA_XAC_NHAN,6262000.0
ORD-00256,CUS-00604,EVT-014,2026-08-24T06:17:42,DA_XAC_NHAN,3379000.0
ORD-00257,CUS-01733,EVT-016,2026-11-24T13:12:42,DA_XAC_NHAN,3208000.0
ORD-00258,CUS-00436,EVT-011,2026-11-13T08:31:05,DA_XAC_NHAN,9713000.0
ORD-00259,CUS-01212,EVT-013,2026-01-10T23:51:42,CHO_XU_LY,5737000.0
ORD-00260,CUS-00484,EVT-016,2026-03-02T22:03:49,CHO_XU_LY,775000.0
ORD-00261,CUS-01237,EVT-016,2026-03-08T14:26:29,THAT_BAI,8734000.0
ORD-00262,CUS-00918,EVT-014,2026-08-05T05:39:22,DA_XAC_NHAN,8051000.0
ORD-00263,CUS-00891,EVT-001,2026-07-10T05:58:40,DA_XAC_NHAN,7057000.0
ORD-00264,CUS-01781,EVT-007,2026-12-13T20:15:48,DA_XAC_NHAN,3654000.0
ORD-00265,CUS-00224,EVT-007,2026-02-18T05:47:26,DA_XAC_NHAN,9955000.0
ORD-00266,CUS-00975,EVT-001,2026-11-04T06:05:48,THAT_BAI,3181000.0
ORD-00267,CUS-01812,EVT-006,2026-10-25T10:54:12,CHO_XU_LY,5763000.0
ORD-00268,CUS-01558,EVT-009,2026-09-01T04:30:27,THAT_BAI,7690000.0
ORD-00269,CUS-01600,EVT-011,2026-12-04T10:42:02,DA_HUY,9046000.0
ORD-00270,CUS-00193,EVT-006,2026-02-15T07:31:20,CHO_XU_LY,6238000.0
ORD-00271,CUS-00865,EVT-018,2026-01-01T07:12:23,DA_HUY,6631000.0
ORD-00272,CUS-01601,EVT-001,2026-09-12T13:24:29,DA_HUY,548000.0
ORD-00273,CUS-00512,EVT-007,2026-03-09T04:01:56,DA_HUY,8120000.0
ORD-00274,CUS-00365,EVT-003,2026-08-10T02:46:28,CHO_XU_LY,3348000.0
ORD-00275,CUS-01855,EVT-018,2026-06-27T21:53:47,CHO_XU_LY,753000.0
ORD-00276,CUS-01759,EVT-016,2026-04-02T14:16:00,CHO_XU_LY,4387000.0
ORD-00277,CUS-01023,EVT-013,2026-05-24T23:01:06,CHO_XU_LY,1114000.0
ORD-00278,CUS-00041,EVT-014,2026-09-08T06:17:33,DA_XAC_NHAN,9178000.0
ORD-00279,CUS-00093,EVT-015,2026-11-22T08:12:36,DA_HUY,6891000.0
ORD-00280,CUS-00016,EVT-001,2026-12-25T03:42:38,CHO_XU_LY,528000.0
ORD-00281,CUS-01099,EVT-016,2026-07-04T16:15:07,THAT_BAI,8218000.0
ORD-00282,CUS-00714,EVT-013,2026-07-22T23:09:04,DA_HUY,9865000.0
ORD-00283,CUS-01931,EVT-020,2026-11-17T13:48:04,DA_HUY,7617000.0
ORD-00284,CUS-00914,EVT-020,2026-03-19T23:35:11,THAT_BAI,6063000.0
ORD-00285,CUS-00839,EVT-014,2026-09-11T13:14:57,THAT_BAI,5450000.0
ORD-00286,CUS-01640,EVT-015,2026-05-14T10:42:48,CHO_XU_LY,3234000.0
ORD-00287,CUS-00717,EVT-010,2026-12-07T05:27:19,CHO_XU_LY,4810000.0
ORD-00288,CUS-01126,EVT-014,2026-05-10T16:04:35,THAT_BAI,5461000.0
ORD-00289,CUS-01575,EVT-018,2026-06-01T07:54:33,THAT_BAI,526000.0
