productId,name,category,originalPrice,stock,version
PRD-00038,Kính bơi TH-0038,THE_THAO,4435000.0,812,1
PRD-00039,Bình giữ nhiệt GD-0039,GIA_DUNG,742000.0,502,1
PRD-00040,Giày chạy bộ TH-0040,THE_THAO,3320000.0,319,1
PRD-00041,Kem dưỡng ẩm LD-0041,LAM_DEP,4839000.0,648,1
PRD-00042,Giày sneaker TT-0042,THOI_TRANG,3662000.0,399,1
PRD-00043,Chuột gaming DT-0043,DIEN_TU,2631000.0,834,1
PRD-00044,Nón bucket TT-0044,THOI_TRANG,2151000.0,176,1
PRD-00045,Găng tay gym TH-0045,THE_THAO,623000.0,293,1
PRD-00046,Đai bảo vệ đầu gối TH-0046,THE_THAO,4449000.0,389,1
PRD-00047,Sữa tắm LD-0047,LAM_DEP,4523000.0,811,1
PRD-00048,Mặt nạ dưỡng da LD-0048,LAM_DEP,88000.0,91,1
PRD-00049,Máy tính bảng DT-0049,DIEN_TU,2889000.0,58,1
PRD-00050,Tinh dầu dưỡng tóc LD-0050,LAM_DEP,4462000.0,164,1
PRD-00051,Sữa tắm LD-0051,LAM_DEP,2467000.0,972,1
PRD-00052,Sữa tắm LD-0052,LAM_DEP,4980000.0,834,1
PRD-00053,Bộ dao nhà bếp GD-0053,GIA_DUNG,3802000.0,683,1
PRD-00054,Kính mát TT-0054,THOI_TRANG,4285000.0,352,1
PRD-00055,Ấm siêu tốc GD-0055,GIA_DUNG,4321000.0,839,1
PRD-00056,Son môi LD-0056,LAM_DEP,108000.0,661,1
PRD-00057,Nón bucket TT-0057,THOI_TRANG,3985000.0,979,1
PRD-00058,Màn hình LED DT-0058,DIEN_TU,2146000.0,473,1
PRD-00059,Đèn LED bàn DT-0059,DIEN_TU,3090000.0,135,1
PRD-00060,Vợt cầu lông TH-0060,THE_THAO,3008000.0,975,1
PRD-00061,Mũ bơi TH-0061,THE_THAO,1676000.0,470,1
PRD-00062,Kem dưỡng ẩm LD-0062,LAM_DEP,3166000.0,39,1
PRD-00063,Áo thể thao TH-0063,THE_THAO,564000.0,646,1
PRD-00064,Rèm cửa GD-0064,GIA_DUNG,966000.0,269,1
PRD-00065,Tẩy trang LD-0065,LAM_DEP,1716000.0,346,1
PRD-00066,Chuột gaming DT-0066,DIEN_TU,816000.0,993,1
PRD-00067,Máy hút bụi mini GD-0067,GIA_DUNG,2437000.0,351,1
PRD-00068,Bộ dao nhà bếp GD-0068,GIA_DUNG,2705000.0,914,1
PRD-00069,Kem chống nắng LD-0069,LAM_DEP,4263000.0,745,1
PRD-00070,Bình giữ nhiệt GD-0070,GIA_DUNG,3046000.0,525,1
PRD-00071,Đồng hồ thông minh DT-0071,DIEN_TU,1458000.0,322,1
PRD-00072,Mũ lưỡi trai TT-0072,THOI_TRANG,3288000.0,545,1
PRD-00073,Găng tay gym TH-0073,THE_THAO,2768000.0,859,1
PRD-00074,Adapter WiFi DT-0074,DIEN_TU,1355000.0,279,1
PRD-00075,Sữa rửa mặt LD-0075,LAM_DEP,4425000.0,34,1
PRD-00076,Sữa hạt TP-0076,THUC_PHAM,2736000.0,176,1
PRD-00077,Webcam HD DT-0077,DIEN_TU,4571000.0,314,1
PRD-00078,Quần thể thao TH-0078,THE_THAO,3220000.0,103,1
PRD-00079,Nồi cơm điện GD-0079,GIA_DUNG,2968000.0,754,1
PRD-00080,Bộ dao nhà bếp GD-0080,GIA_DUNG,3076000.0,304,1
PRD-00081,Quần jogger TT-0081,THOI_TRANG,921000.0,405,1
PRD-00082,Kính bơi TH-0082,THE_THAO,2352000.0,308,1
PRD-00083,Tương ớt TP-0083,THUC_PHAM,2777000.0,296,1
PRD-00084,Webcam HD DT-0084,DIEN_TU,1190000.0,143,1
PRD-00085,Áo khoác gió TT-0085,THOI_TRANG,2759000.0,210,1
PRD-00086,Thắt lưng da TT-0086,THOI_TRANG,4843000.0,941,1
PRD-00087,Đèn LED trang trí GD-0087,GIA_DUNG,3540000.0,561,1
PRD-00088,Bộ cọ trang điểm LD-0088,LAM_DEP,2325000.0,217,1
PRD-00089,Ổ cứng SSD DT-0089,DIEN_TU,2700000.0,705,1
PRD-00090,Ổ cắm thông minh DT-0090,DIEN_TU,1667000.0,463,1
PRD-00091,Máy tính bảng DT-0091,DIEN_TU,2301000.0,742,1
PRD-00092,Đồng hồ thời trang TT-0092,THOI_TRANG,1922000.0,393,1
PRD-00093,Tinh dầu dưỡng tóc LD-0093,LAM_DEP,846000.0,899,1
PRD-00094,Phấn phủ LD-0094,LAM_DEP,2329000.0,633,1
PRD-00095,Máy xay sinh tố GD-0095,GIA_DUNG,1732000.0,917,1
PRD-00096,Bàn phím cơ DT-0096,DIEN_TU,2482000.0,295,1
PRD-00097,Bóng rổ TH-0097,THE_THAO,4747000.0,336,1
PRD-00098,Bộ cọ trang điểm LD-0098,LAM_DEP,2190000.0,319,1
PRD-00099,Chuông cửa thông minh DT-0099,DIEN_TU,3740000.0,254,1
PRD-00100,Vớ cotton TT-0100,THOI_TRANG,1355000.0,872,1
PRD-00101,Giày chạy bộ TH-0101,THE_THAO,379000.0,586,1
PRD-00102,Cáp sạc nhanh DT-0102,DIEN_TU,129000.0,976,1
PRD-00103,Dây nhảy TH-0103,THE_THAO,1703000.0,464,1
PRD-00104,Mũ bơi TH-0104,THE_THAO,4887000.0,327,1
PRD-00105,Pin sạc AA DT-0105,DIEN_TU,2139000.0,583,1
PRD-00106,Gối ngủ GD-0106,GIA_DUNG,2797000.0,333,1
PRD-00107,Camera hành trình DT-0107,DIEN_TU,4384000.0,375,1
PRD-00108,Ba lô leo núi TH-0108,THE_THAO,2300000.0,411,1
PRD-00109,Bánh pía TP-0109,THUC_PHAM,4668000.0,132,1
PRD-00110,Cáp sạc nhanh DT-0110,DIEN_TU,2894000.0,431,1
PRD-00111,Rèm cửa GD-0111,GIA_DUNG,341000.0,191,1
PRD-00112,Máy xay sinh tố GD-0112,GIA_DUNG,610000.0,43,1
PRD-00113,Hub USB-C DT-0113,DIEN_TU,1051000.0,275,1
PRD-00114,Áo thể thao TH-0114,THE_THAO,1224000.0,422,1
PRD-00115,Camera hành trình DT-0115,DIEN_TU,2823000.0,493,1
PRD-00116,Vớ cotton TT-0116,THOI_TRANG,3401000.0,624,1
PRD-00117,Loa di động DT-0117,DIEN_TU,938000.0,160,1
PRD-00118,Máy sấy tóc GD-0118,GIA_DUNG,1256000.0,908,1
PRD-00119,Kính mát TT-0119,THOI_TRANG,3178000.0,611,1
PRD-00120,Nồi cơm điện GD-0120,GIA_DUNG,1849000.0,810,1
PRD-00121,Bánh pía TP-0121,THUC_PHAM,4252000.0,876,1
PRD-00122,Ba lô leo núi TH-0122,THE_THAO,969000.0,612,1
PRD-00123,Đèn LED trang trí GD-0123,GIA_DUNG,110000.0,618,1
PRD-00124,Son môi LD-0124,LAM_DEP,3066000.0,403,1
PRD-00125,Áo khoác gió TT-0125,THOI_TRANG,4605000.0,834,1
PRD-00126,Đai bảo vệ đầu gối TH-0126,THE_THAO,1594000.0,695,1
PRD-00127,Sữa tắm LD-0127,LAM_DEP,2294000.0,534,1
PRD-00128,Kính bơi TH-0128,THE_THAO,1926000.0,47,1
PRD-00129,Đèn LED trang trí GD-0129,GIA_DUNG,4404000.0,397,1
PRD-00130,Balo thời trang TT-0130,THOI_TRANG,3434000.0,854,1
PRD-00131,Mì ăn liền TP-0131,THUC_PHAM,1581000.0,865,1
PRD-00132,Bóng rổ TH-0132,THE_THAO,3667000.0,820,1
PRD-00133,Mũ lưỡi trai TT-0133,THOI_TRANG,2884000.0,148,1
PRD-00134,Kính bơi TH-0134,THE_THAO,2419000.0,837,1
PRD-00135,Quần jean nữ TT-0135,THOI_TRANG,3488000.0,307,1
PRD-00136,Mật ong nguyên chất TP-0136,THUC_PHAM,4105000.0,10,1
PRD-00137,Cà phê Arabica TP-0137,THUC_PHAM,4400000.0,238,1
PRD-00138,Giày cao gót TT-0138,THOI_TRANG,4011000.0,988,1
PRD-00139,Ốp lưng điện thoại DT-0139,DIEN_TU,4239000.0,889,1
PRD-00140,Granola ngũ cốc TP-0140,THUC_PHAM,3263000.0,869,1
PRD-00141,Đai bảo vệ đầu gối TH-0141,THE_THAO,3264000.0,362,1
PRD-00142,Cà phê Arabica TP-0142,THUC_PHAM,2369000.0,956,1
PRD-00143,Son môi LD-0143,LAM_DEP,3379000.0,666,1
PRD-00144,Adapter WiFi DT-0144,DIEN_TU,588000.0,84,1
PRD-00145,Mũ bơi TH-0145,THE_THAO,1024000.0,214,1
PRD-00146,Ổ cắm thông minh DT-0146,DIEN_TU,2667000.0,845,1
PRD-00147,Mật ong nguyên chất TP-0147,THUC_PHAM,2835000.0,743,1
PRD-00148,Cà phê Arabica TP-0148,THUC_PHAM,3359000.0,966,1
PRD-00149,Thảm yoga TH-0149,THE_THAO,2846000.0,245,1
PRD-00150,Rèm cửa GD-0150,GIA_DUNG,1672000.0,840,1
PRD-00151,Bình giữ nhiệt GD-0151,GIA_DUNG,2412000.0,798,1
PRD-00152,Găng tay gym TH-0152,THE_THAO,1918000.0,178,1
PRD-00153,Bánh tráng cuốn TP-0153,THUC_PHAM,72000.0,831,1
PRD-00154,Khô bò miếng TP-0154,THUC_PHAM,675000.0,222,1
PRD-00155,Máy hút bụi mini GD-0155,GIA_DUNG,253000.0,611,1
PRD-00156,Váy liền TT-0156,THOI_TRANG,3606000.0,83,1
PRD-00157,Nước hoa LD-0157,LAM_DEP,2574000.0,157,1
PRD-00158,Bóng rổ TH-0158,THE_THAO,517000.0,95,1
PRD-00159,Máy hút bụi mini GD-0159,GIA_DUNG,4164000.0,642,1
PRD-00160,Thớt gỗ GD-0160,GIA_DUNG,2961000.0,440,1
PRD-00161,Xịt khoáng LD-0161,LAM_DEP,2615000.0,979,1
PRD-00162,Kẹo dừa Bến Tre TP-0162,THUC_PHAM,4249000.0,766,1
PRD-00163,Hub USB-C DT-0163,DIEN_TU,3126000.0,217,1
PRD-00164,Xịt khoáng LD-0164,LAM_DEP,876000.0,858,1
PRD-00165,Ba lô leo núi TH-0165,THE_THAO,2889000.0,88,1
PRD-00166,Khăn quàng cổ TT-0166,THOI_TRANG,1175000.0,50,1
PRD-00167,Áo khoác gió TT-0167,THOI_TRANG,4571000.0,93,1
PRD-00168,Trà xanh hữu cơ TP-0168,THUC_PHAM,765000.0,178,1
PRD-00169,Đèn LED bàn DT-0169,DIEN_TU,3341000.0,90,1
PRD-00170,Bánh pía TP-0170,THUC_PHAM,4831000.0,624,1
PRD-00171,Máy xay sinh tố GD-0171,GIA_DUNG,1985000.0,158,1
PRD-00172,Quần short TT-0172,THOI_TRANG,2333000.0,493,1
PRD-00173,Quần short TT-0173,THOI_TRANG,1631000.0,687,1
PRD-00174,Kẹo dừa Bến Tre TP-0174,THUC_PHAM,731000.0,893,1
PRD-00175,USB 64GB DT-0175,DIEN_TU,3997000.0,208,1
PRD-00176,Sạc dự phòng DT-0176,DIEN_TU,486000.0,882,1
PRD-00177,Tinh dầu dưỡng tóc LD-0177,LAM_DEP,1609000.0,433,1
PRD-00178,Áo hoodie TT-0178,THOI_TRANG,2223000.0,155,1
PRD-00179,Tai nghe Bluetooth DT-0179,DIEN_TU,1437000.0,483,1
PRD-00180,Nước mắm truyền thống TP-0180,THUC_PHAM,60000.0,832,1
PRD-00181,Đồng hồ thời trang TT-0181,THOI_TRANG,4858000.0,540,1
PRD-00182,Vợt cầu lông TH-0182,THE_THAO,2115000.0,636,1
PRD-00183,Xịt khoáng LD-0183,LAM_DEP,1166000.0,436,1
PRD-00184,Mật ong nguyên chất TP-0184,THUC_PHAM,1730000.0,212,1
PRD-00185,Tạ tay 5kg TH-0185,THE_THAO,2422000.0,89,1
PRD-00186,Màn hình LED DT-0186,DIEN_TU,4427000.0,525,1
PRD-00187,Giá treo quần áo GD-0187,GIA_DUNG,2599000.0,965,1
PRD-00188,Máy xay sinh tố GD-0188,GIA_DUNG,750000.0,80,1
PRD-00189,Mì ăn liền TP-0189,THUC_PHAM,1020000.0,286,1
PRD-00190,Thớt gỗ GD-0190,GIA_DUNG,4443000.0,501,1
PRD-00191,Bột matcha TP-0191,THUC_PHAM,3344000.0,444,1
PRD-00192,Camera hành trình DT-0192,DIEN_TU,1653000.0,455,1
PRD-00193,Bóng đá TH-0193,THE_THAO,2717000.0,823,1
PRD-00194,Dầu gội thảo dược LD-0194,LAM_DEP,2579000.0,503,1
PRD-00195,Bóng đá TH-0195,THE_THAO,1818000.0,306,1
PRD-00196,Váy liền TT-0196,THOI_TRANG,3629000.0,481,1
PRD-00197,Bộ dao nhà bếp GD-0197,GIA_DUNG,1194000.0,594,1
PRD-00198,Bàn phím cơ DT-0198,DIEN_TU,2027000.0,724,1
PRD-00199,Bộ dao nhà bếp GD-0199,GIA_DUNG,4909000.0,192,1
PRD-00200,Mascara LD-0200,LAM_DEP,3654000.0,831,1
PRD-00201,Bộ dao nhà bếp GD-0201,GIA_DUNG,3291000.0,613,1
PRD-00202,Bộ chăn ga GD-0202,GIA_DUNG,2696000.0,992,1
PRD-00203,Ốp lưng điện thoại DT-0203,DIEN_TU,2072000.0,203,1
PRD-00204,Thớt gỗ GD-0204,GIA_DUNG,676000.0,911,1
PRD-00205,Ấm siêu tốc GD-0205,GIA_DUNG,3813000.0,669,1
PRD-00206,Quần jogger TT-0206,THOI_TRANG,2059000.0,629,1
PRD-00207,Sữa tắm LD-0207,LAM_DEP,2993000.0,758,1
PRD-00208,Bột matcha TP-0208,THUC_PHAM,434000.0,402,1
PRD-00209,Webcam HD DT-0209,DIEN_TU,4958000.0,126,1
PRD-00210,Phấn phủ LD-0210,LAM_DEP,924000.0,926,1
PRD-00211,Chảo chống dính GD-0211,GIA_DUNG,3679000.0,388,1
PRD-00212,Ổ cắm thông minh DT-0212,DIEN_TU,1856000.0,488,1
PRD-00213,Bánh pía TP-0213,THUC_PHAM,2524000.0,875,1
PRD-00214,Micro thu âm DT-0214,DIEN_TU,3534000.0,343,1
PRD-00215,Bột matcha TP-0215,THUC_PHAM,3489000.0,704,1
PRD-00216,Bình nước thể thao TH-0216,THE_THAO,1549000.0,634,1
PRD-00217,Adapter WiFi DT-0217,DIEN_TU,1422000.0,435,1
PRD-00218,Ba lô leo núi TH-0218,THE_THAO,3755000.0,259,1
PRD-00219,Giày chạy bộ TH-0219,THE_THAO,3606000.0,226,1
PRD-00220,Dầu gội thảo dược LD-0220,LAM_DEP,2033000.0,819,1
PRD-00221,Mật ong nguyên chất TP-0221,THUC_PHAM,4667000.0,574,1
PRD-00222,Máy sấy tóc GD-0222,GIA_DUNG,1984000.0,679,1
PRD-00223,Đèn LED bàn DT-0223,DIEN_TU,4671000.0,388,1
PRD-00224,USB 64GB DT-0224,DIEN_TU,2317000.0,393,1
PRD-00225,Tạ tay 5kg TH-0225,THE_THAO,2645000.0,180,1
PRD-00226,Ấm siêu tốc GD-0226,GIA_DUNG,2472000.0,238,1
PRD-00227,Mũ bơi TH-0227,THE_THAO,4449000.0,549,1
PRD-00228,Webcam HD DT-0228,DIEN_TU,2451000.0,631,1
PRD-00229,Trái cây sấy TP-0229,THUC_PHAM,54000.0,560,1
PRD-00230,Trái cây sấy TP-0230,THUC_PHAM,158000.0,819,1
PRD-00231,USB 64GB DT-0231,DIEN_TU,145000.0,652,1
PRD-00232,Balo thời trang TT-0232,THOI_TRANG,1553000.0,508,1
PRD-00233,Tinh dầu dưỡng tóc LD-0233,LAM_DEP,2218000.0,378,1
PRD-00234,Mì ăn liền TP-0234,THUC_PHAM,3873000.0,715,1
PRD-00235,Webcam HD DT-0235,DIEN_TU,4263000.0,245,1
PRD-00236,Quần short TT-0236,THOI_TRANG,101000.0,987,1
PRD-00237,Bánh pía TP-0237,THUC_PHAM,4255000.0,404,1
PRD-00238,Tẩy trang LD-0238,LAM_DEP,847000.0,279,1
PRD-00239,Kem nền LD-0239,LAM_DEP,4076000.0,647,1
PRD-00240,Quần short TT-0240,THOI_TRANG,2624000.0,919,1
PRD-00241,Nước hoa LD-0241,LAM_DEP,773000.0,678,1
PRD-00242,Mũ lưỡi trai TT-0242,THOI_TRANG,212000.0,128,1
PRD-00243,Máy xay sinh tố GD-0243,GIA_DUNG,923000.0,559,1
PRD-00244,Serum vitamin C LD-0244,LAM_DEP,357000.0,479,1
PRD-00245,Đồng hồ thời trang TT-0245,THOI_TRANG,4530000.0,629,1
PRD-00246,Thảm yoga TH-0246,THE_THAO,188000.0,995,1
PRD-00247,Vớ cotton TT-0247,THOI_TRANG,4229000.0,496,1
PRD-00248,Trà xanh hữu cơ TP-0248,THUC_PHAM,4642000.0,190,1
PRD-00249,Nồi cơm điện GD-0249,GIA_DUNG,2072000.0,390,1
PRD-00250,Rèm cửa GD-0250,GIA_DUNG,1414000.0,862,1
PRD-00251,Máy xay sinh tố GD-0251,GIA_DUNG,1437000.0,76,1
PRD-00252,Mật ong nguyên chất TP-0252,THUC_PHAM,3071000.0,888,1
PRD-00253,Quạt mini USB DT-0253,DIEN_TU,3333000.0,874,1
PRD-00254,Bình nước thể thao TH-0254,THE_THAO,3545000.0,813,1
PRD-00255,Cáp sạc nhanh DT-0255,DIEN_TU,3164000.0,521,1
PRD-00256,Đèn LED bàn DT-0256,DIEN_TU,1110000.0,183,1
PRD-00257,Cà phê Arabica TP-0257,THUC_PHAM,1915000.0,929,1
PRD-00258,Gối ngủ GD-0258,GIA_DUNG,1634000.0,687,1
PRD-00259,Đèn LED trang trí GD-0259,GIA_DUNG,1617000.0,564,1
PRD-00260,Serum vitamin C LD-0260,LAM_DEP,239000.0,199,1
PRD-00261,Sạc dự phòng DT-0261,DIEN_TU,2852000.0,726,1
PRD-00262,Ổ cứng SSD DT-0262,DIEN_TU,2301000.0,713,1
PRD-00263,Mặt nạ dưỡng da LD-0263,LAM_DEP,4177000.0,183,1
PRD-00264,Bộ dao nhà bếp GD-0264,GIA_DUNG,1668000.0,21,1
PRD-00265,Giày chạy bộ TH-0265,THE_THAO,1613000.0,537,1
PRD-00266,Bóng rổ TH-0266,THE_THAO,118000.0,79,1
PRD-00267,Áo khoác gió TT-0267,THOI_TRANG,3344000.0,834,1
PRD-00268,Sữa hạt TP-0268,THUC_PHAM,2591000.0,987,1
PRD-00269,Ấm siêu tốc GD-0269,GIA_DUNG,1288000.0,85,1
PRD-00270,Bình nước thể thao TH-0270,THE_THAO,4950000.0,218,1
PRD-00271,Xịt khoáng LD-0271,LAM_DEP,484000.0,859,1
PRD-00272,Quần jogger TT-0272,THOI_TRANG,4470000.0,294,1
PRD-00273,Hub USB-C DT-0273,DIEN_TU,2142000.0,973,1
PRD-00274,Adapter WiFi DT-0274,DIEN_TU,2530000.0,719,1
PRD-00275,Nồi cơm điện GD-0275,GIA_DUNG,4283000.0,388,1
PRD-00276,Quần thể thao TH-0276,THE_THAO,2736000.0,386,1
PRD-00277,Granola ngũ cốc TP-0277,THUC_PHAM,1371000.0,574,1
PRD-00278,Sữa tắm LD-0278,LAM_DEP,1224000.0,576,1
PRD-00279,Chảo chống dính GD-0279,GIA_DUNG,1113000.0,892,1
PRD-00280,Trà xanh hữu cơ TP-0280,THUC_PHAM,3705000.0,976,1
PRD-00281,Kẹo dừa Bến Tre TP-0281,THUC_PHAM,190000.0,222,1
PRD-00282,Rèm cửa GD-0282,GIA_DUNG,1396000.0,528,1
PRD-00283,Mặt nạ dưỡng da LD-0283,LAM_DEP,3251000.0,200,1
PRD-00284,Ấm siêu tốc GD-0284,GIA_DUNG,4543000.0,894,1
PRD-00285,Nồi cơm điện GD-0285,GIA_DUNG,507000.0,30,1
PRD-00286,Mascara LD-0286,LAM_DEP,4762000.0,610,1
PRD-00287,Quần jean nữ TT-0287,THOI_TRANG,3762000.0,260,1
PRD-00288,Adapter WiFi DT-0288,DIEN_TU,4223000.0,563,1
PRD-00289,Kẹo dừa Bến Tre TP-0289,THUC_PHAM,106000.0,929,1
PRD-00290,Khô bò miếng TP-0290,THUC_PHAM,727000.0,182,1
PRD-00291,Tinh dầu dưỡng tóc LD-0291,LAM_DEP,2881000.0,173,1
PRD-00292,Đồng hồ thời trang TT-0292,THOI_TRANG,455000.0,967,1
PRD-00293,Nước mắm truyền thống TP-0293,THUC_PHAM,4348000.0,984,1
PRD-00294,Chảo chống dính GD-0294,GIA_DUNG,3973000.0,118,1
PRD-00295,Ốp lưng điện thoại DT-0295,DIEN_TU,4326000.0,274,1
PRD-00296,Tinh dầu dưỡng tóc LD-0296,LAM_DEP,4258000.0,237,1
PRD-00297,Bộ chăn ga GD-0297,GIA_DUNG,1080000.0,368,1
PRD-00298,Kem nền LD-0298,LAM_DEP,2368000.0,101,1
PRD-00299,Quần jean nữ TT-0299,THOI_TRANG,2155000.0,556,1
PRD-00300,Serum vitamin C LD-0300,LAM_DEP,804000.0,845,1
PRD-00301,Webcam HD DT-0301,DIEN_TU,4284000.0,768,1
PRD-00302,Bộ chăn ga GD-0302,GIA_DUNG,4486000.0,517,1
PRD-00303,Sandal đế bằng TT-0303,THOI_TRANG,1226000.0,401,1
PRD-00304,Máy tính bảng DT-0304,DIEN_TU,2857000.0,772,1
PRD-00305,Bóng rổ TH-0305,THE_THAO,4820000.0,185,1
PRD-00306,Bình nước thể thao TH-0306,THE_THAO,250000.0,619,1
PRD-00307,Rèm cửa GD-0307,GIA_DUNG,428000.0,10,1
PRD-00308,Giá treo quần áo GD-0308,GIA_DUNG,1181000.0,861,1
PRD-00309,Khô bò miếng TP-0309,THUC_PHAM,85000.0,385,1
PRD-00310,Đai bảo vệ đầu gối TH-0310,THE_THAO,3782000.0,122,1
PRD-00311,Ba lô leo núi TH-0311,THE_THAO,4976000.0,514,1
PRD-00312,Nước mắm truyền thống TP-0312,THUC_PHAM,3727000.0,631,1
PRD-00313,Rèm cửa GD-0313,GIA_DUNG,3694000.0,67,1
PRD-00314,Chảo chống dính GD-0314,GIA_DUNG,2761000.0,12,1
PRD-00315,Mũ bơi TH-0315,THE_THAO,2516000.0,806,1
PRD-00316,Màn hình LED DT-0316,DIEN_TU,1577000.0,462,1
PRD-00317,Bánh pía TP-0317,THUC_PHAM,2179000.0,269,1
PRD-00318,Granola ngũ cốc TP-0318,THUC_PHAM,1089000.0,948,1
PRD-00319,Giày sneaker TT-0319,THOI_TRANG,2711000.0,320,1
PRD-00320,Tai nghe Bluetooth DT-0320,DIEN_TU,3950000.0,156,1
PRD-00321,Ốp lưng điện thoại DT-0321,DIEN_TU,4192000.0,250,1
PRD-00322,Bộ cọ trang điểm LD-0322,LAM_DEP,2241000.0,796,1
PRD-00323,Chảo chống dính GD-0323,GIA_DUNG,457000.0,968,1
PRD-00324,Sạc dự phòng DT-0324,DIEN_TU,3006000.0,50,1
PRD-00325,Kem chống nắng LD-0325,LAM_DEP,3695000.0,74,1
PRD-00326,Granola ngũ cốc TP-0326,THUC_PHAM,3620000.0,92,1
PRD-00327,Chuông cửa thông minh DT-0327,DIEN_TU,4983000.0,661,1
PRD-00328,Găng tay gym TH-0328,THE_THAO,109000.0,715,1
PRD-00329,Áo sơ mi TT-0329,THOI_TRANG,4850000.0,459,1
PRD-00330,Tạ tay 5kg TH-0330,THE_THAO,268000.0,946,1
PRD-00331,Gối ngủ GD-0331,GIA_DUNG,818000.0,823,1
PRD-00332,Đèn LED trang trí GD-0332,GIA_DUNG,1622000.0,280,1
PRD-00333,Mũ bơi TH-0333,THE_THAO,2317000.0,854,1
PRD-00334,USB 64GB DT-0334,DIEN_TU,3028000.0,897,1
PRD-00335,Bình nước thể thao TH-0335,THE_THAO,412000.0,823,1
PRD-00336,Tẩy trang LD-0336,LAM_DEP,2028000.0,790,1
PRD-00337,Vợt cầu lông TH-0337,THE_THAO,1144000.0,340,1
PRD-00338,Bộ chăn ga GD-0338,GIA_DUNG,4915000.0,126,1
PRD-00339,Kem dưỡng ẩm LD-0339,LAM_DEP,520000.0,608,1
PRD-00340,Máy tính bảng DT-0340,DIEN_TU,757000.0,426,1
PRD-00341,Máy xay sinh tố GD-0341,GIA_DUNG,3783000.0,428,1
PRD-00342,Hộp đựng thực phẩm GD-0342,GIA_DUNG,4251000.0,98,1
PRD-00343,Tẩy trang LD-0343,LAM_DEP,1134000.0,344,1
PRD-00344,Quần short TT-0344,THOI_TRANG,4578000.0,176,1
PRD-00345,Áo sơ mi TT-0345,THOI_TRANG,2700000.0,96,1
PRD-00346,Tạ tay 5kg TH-0346,THE_THAO,4693000.0,696,1
PRD-00347,Bánh tráng cuốn TP-0347,THUC_PHAM,3048000.0,598,1
PRD-00348,Giày cao gót TT-0348,THOI_TRANG,2474000.0,227,1
PRD-00349,Nước hoa LD-0349,LAM_DEP,3074000.0,689,1
PRD-00350,Bộ cọ trang điểm LD-0350,LAM_DEP,1555000.0,565,1
PRD-00351,Vớ cotton TT-0351,THOI_TRANG,2386000.0,170,1
